#Approved Symbol	Previous Symbols	Synonyms
A1BG		
EMC9	C14orf122, FAM158A	CGI-112
CHMP4A	C14orf123	HSPC134, VPS32A
SDR39U1	C14orf124	HCDI
HEATR5A	C14orf125	DKFZP434I1735
DTD2	C14orf126	MGC9912
NUBPL	C14orf127	FLJ12660, IND1, huInd1
ARHGAP5-AS1	C14orf128	MGC15504
KRT18P6		
KRT8P1		
KRT8P2		OTTHUMG00000135122
KRT18P7		
SIPA1L1		KIAA0440, E6TP1
TRIT1		FLJ20061, IPT
CSNK1A1L		MGC33182
CAB39L		bA103J18.3, FLJ12577, MO2L
PROSER1	C13orf23	bA50D16.2, FLJ12661
CAB39		CGI-66, MO25
ABHD13	C13orf6	bA153I24.2, FLJ14906, BEM46L1
USPL1	C13orf22	bA121O19.1, D13S106E
SLITRK5	LRRC11	bA364G4.2, KIAA0918
FNDC3A	FNDC3	bA203I16.5, KIAA0970
SLITRK1	LRRC12	KIAA1910
KIAA1704		bA245H20.2, AD029, LSR7
CDADC1		NYD-SP15
OIP5		MIS18B, hMIS18beta, CT86
SLC22A15		FLIPT1
SLC22A16		FLIPT2, CT2, OKB1, OAT6
SLC30A8		
C10orf105		FLJ00245
SLC34A3		NPTIIc, FLJ38680
RNF219	C13orf7	FLJ13449
LRCH1	CHDC1	KIAA1016
GRTP1		FLJ22474, TBC1D6
CHAMP1	C13orf8, ZNF828	CAMP, CHAMP
VPS36	C13orf9	CGI-145, Eap45
PKHD1L1		
PRPF39		FLJ20666, FLJ11128
ATG10	APG10L	DKFZP586I0418, FLJ13954
TRPT1		MGC11134
SMOC1		
PSPC1		PSP1, FLJ10955
UTP14C	KIAA0266	2700066J21Rik
ZIC5		
SMOC2		SMAP2
TGDS		TDPGD, SDR2E1
DNAJC15	DNAJD1	MCJ
RBM26	C13orf10	PRO1777, SE70-2, FLJ20957, ZC3H17, ARRS2
DCUN1D2	C13orf17	FLJ10704, FLJ20092
TMCO3	C13orf11	FLJ20623
POMP	C13orf12	HSPC014, UMP1
RASA3		GAP1IP4BP, GAPIII
UPF3A		RENT3A, UPF3, HUPF3A
HOMER2P2		
SCOC		HRIHFB2072, SCOCO
HOMER2P1		
UBE2NP1		
G2E3	KIAA1333	FLJ20333, PHF7B
SCOCP1		
PRICKLE2		DKFZp686D143
ZDHHC14		FLJ20984, NEW1CP
ZDHHC15		FLJ31812, MRX91
GSKIP	C14orf129	
UBR7	C14orf130	
ZNF839	C14orf131	
C14orf132	C14orf88	
VIPAS39	C14orf133	VIPAR, VPS16B, SPE-39, SPE39, hSPE-39
DIO3OS	C14orf134	NCRNA00041, DIO3-AS1
PCNXL4	C14orf135	
OTUB2	C14orf137	FLJ21916, MGC3102
METTL21D	C14orf138	
LINC00341	C14orf139, NCRNA00341	
ZC2HC1C	C14orf140, FAM164C	
C14orf142		
EFCAB11	C14orf143	
C14orf144		
CEP128	C14orf61, C14orf145	
LRFN5	C14orf146	FIGLER8, SALM5
SPTSSA	C14orf147	ssSPTa
CEP170B	KIAA0284	FAM68C, Cep170R
AREL1	KIAA0317	
PLEKHG3	KIAA0599	ARHGEF43
KIAA1737		
SHISA2	C13orf13, TMEM46	bA398O19.2, PRO28631, WGAR9166, hShisa
FRY	C13orf14	bA37E23.1, 13CDNA73, CG003
ZC3H13	KIAA0853	DKFZp434D1812
RGCC	C13orf15	bA157L14.2, RGC-32, RGC32
TEX29	C13orf16	bA474D23.1, MGC35169
NDUFA11		B14.7
NDUFB11		ESSS, NP17.3, Np15
SPG21		ACP33, GL010, BM-019, MAST
GSX1	GSH1	Gsh-1
OTSC6		
SUMF1		FGE, UNQ3037
WFDC9		WAP9, dJ688G8.2
IMPACT		RWDD5
RETNLB		HXCP2, FIZZ2, RELMb
RETN		FIZZ3, ADSF, RETN1
SQRDL		CGI-44
SULF1		KIAA1077, SULF-1
SULF2		KIAA1247, HSULF-2, SULF-2
ZIC4		
CLAM		PCH3
PILRA		FDF03
ATF7IP2		FLJ12668
TVP23A	FAM18A	YDR084C
TVP23B	FAM18B, FAM18B1	CGI-148, YDR084C
MORF4L1P1	MORF4LP1	MRG1
MORF4L1P2	MORF4LP2	
MORF4L1P3	MORF4LP3	MRG11
MORF4L2P1	MORF4LP4	MRG4
KRT6C	KRT6E	
CALR3		CRT2, FLJ25355, MGC26577, CT93
DFNB40		
DQX1		FLJ23757
KRT77	KRT1B	
KRT20		CK20, K20, MGC35423
SUMF2		DKFZp566I1024
DPPA3P2		STELLAR
PDS5B	APRIN	AS3, KIAA0979, FLJ23236, CG008
LRRC14		KIAA0014, LRRC14A
KIAA0226L	C13orf18	FLJ21562
LNX2	PDZRN1	MGC46315
POLR1D		RPAC2, RPA16, RPO1-3, RPA9, MGC9850
SPATA7	LCA3	HSD3
HCG16		dJ25J6.7
MBIP		
ZNF676		
DNMBP-AS1	NCRNA00093	FLJ40792, bA287G8.2
TREML1		TLT1, dJ238O23.3
ZAR1		
AHSA2		DKFZp564C236, Hch1
C14orf164		
UPF3B		RENT3B, UPF3X, HUPF3B
LYPLAL1		Q96AV0
S100A16		S100F, DT1P1A7, MGC17528
FBRS	FBS1	FBS, FLJ11618
MTSS1		KIAA0429, MIMA, MIMB, MIM
MBD5		FLJ11113, KIAA1461
MBD6		KIAA1887
PCP4L1		IQM1
PADI6		
BSX		BSX1
WDFY1		KIAA1435, FENS-1, WDF1, ZFYVE17
INSIG2		
KLK15		HSRNASPH, ACO, prostinogen
POLR1B		Rpo1-2, FLJ21921, FLJ10816, RPA2
CHFR		FLJ10796, RNF196
TRAF7	RFWD1	RNF119, DKFZp586I021, MGC7807
RNF144A	RNF144	UBCE7IP4, KIAA0161
CRYGN		
GBGT1		UDP-GalNAc, A3GALNT, MGC44848, FS
NME7		FLJ37194, NM23-H7
SMC5	SMC5L1	KIAA0594
SMC6	SMC6L1	FLJ22116
BPIFA4P		BASE
LSM7		YNL147W
NAA38	LSM8	YJR022W
LSM1		CASM, YJL124C
BRIP1		OF, BACH1, FANCJ
TMC8	EVER2	EVIN2
DUSP21		
WFDC5		WAP1, dJ211D12.5
WFDC11		WAP11
WFDC10B		WAP12
GBP4		Mpa2
WDFY2		ZFYVE22
BLACE		
USP12	USP12L1	
UBAC2	PHGDHL1	FLJ30548, RP11-178C10.1
NOXRED1	C14orf148	FLJ32809
L3HYPDH	C14orf149	FLJ25436
WDR89	C14orf150	MGC9907
FAM181A	C14orf152	
APOPT1	C14orf153	MGC2562, APOP-1
SETD3	C14orf154	FLJ23027
FSCB	C14orf155	DKFZP434F1017
SLIRP	C14orf156	DC50
C14orf159		FLJ39975
L2HGDH	C14orf160	FLJ12618
CATSPERB	C14orf161	FLJ14298
SLC39A5		
HIST2H3C	H3F2, H3FM	MGC9629, H3/m, H3, H3.2, H3/M
HIST2H3A		H3/n, H3/o
HIST3H2A		MGC3165
HIST2H2AB		
ZC3H14		FLJ11806, UKp68, NY-REN-37
HIST4H4		MGC24116
TMEM121		MGC4659, hole
BRMS1L	BRMS1	MGC11296, FLJ39177
SUGT1P3	SUGT1L1	
HIST3H2BB		
HIST3H2BA		
HIST2H2BC		H2B/t
HIST2H2BD	H2BFO	H2B/s, H2B/o
KRTAP10-4	KRTAP18-4	KRTAP18.4, KAP10.4
KRTAP10-6	KRTAP18-6	KRTAP18.6, KAP18.6, KAP10.6
KRTAP10-8	KRTAP18-8	KRTAP18.8, KAP10.8
KRTAP10-11	KRTAP18-11	KRTAP18.11, KAP18.11, KAP10.11
KRTAP12-1		KRTAP12.1, KAP12.1
KRTAP12-2		KRTAP12.2, KAP12.2
KRTAP12-3		KRTAP12.3
KRTAP12-4		KRTAP12.4
KRTAP10-12	KRTAP18-12	KRTAP18.12, KAP10.12
HIST2H2BA		
RHBDF1	C16orf8	EGFR-RS, FLJ2235, Dist1
MBNL3		CHCR, FLJ11316, MBLX39, MBXL
ALPK2		HAK
SV2A		SV2, KIAA0736
NME6		NM23-H6, IPIA-ALPHA
TRAM1		TRAM, TRAMP
CCNL1		ania-6a
CCNL2	CCNM	ania-6b, PCEE, SB138, HLA-ISO
PANX3		Px3
CRAC1		HMPS
CYP4A22		
CYP20A1		CYP-M
CYP26C1		
CYP2R1		
CYP26B1		P450RAI-2
CYP2U1		SPG49
CYP4Z1		CYP4A20
SLC35B4		FLJ14697, YEA4
PCYOX1		KIAA0908, PCL1
KCMF1		DEBT91, PCMF, DKFZP434L1021, ZZZ1
MRS2P1	MRS2LP1	
VPS39		KIAA0770, VAM6
EGFL7		ZNEU1
MTUS2	KIAA0774	TIP150, CAZIP, ICIS
SUPT20H	C13orf19, FAM48A	SPT20, bA421P11.4, P38IP
UFM1	C13orf20	bA131P10.1
LONP2		MGC4840, LONP, LONPL
ITLN2		HL-2
SLC23A3		SVCT3, FLJ31168, Yspl1
SLC23A4P	SLC23A4	
DHDDS		HDS, FLJ13102, DS
DIS3	KIAA1008	dis3p, RRP44, EXOSC11
ALS2CL		FLJ36525, RN49018, DKFZp686I0110
IFT88	TTC10	hTg737, Tg737, D13S1056E, MGC26259
SERP2	C13orf21	bA269C23.1
BDNF-AS	BDNFOS	BT2A, BT2B, BT2C, BT2D, NCRNA00049, BDNF-AS1
AIMP2		p38, PRO0992, JTV-1, JTV1
PHLPP1	PLEKHE1, PHLPP	KIAA0606, SCOP
SLC24A5		JSX
TDRD3		FLJ21007
TDRD5		FLJ34823, TUDOR3
TAS2R2P	TAS2R2	T2R02, T2R2
TAS2R6	TAS2R6	T2R06, T2R6
MICAL1	NICAL	MICAL, FLJ11937, DKFZp434B1517, FLJ21739
TNFAIP8L3		FLJ41287
DCDC1		
CHD7		KIAA1416, FLJ20357, FLJ20361
SEC14L4		TAP3, dJ130H16.5
IPO11		RanBP11
ZNF709		FLJ38281
ZNF414		MGC15716, Zfp414
PSMA7P		
PSME2P1	PSME2P	
PSMB3P		
PSMC6P1	PSMC6P	
PSME4		PA200, KIAA0077
ZNF415		
DPYSL5		CRMP5, Ulip6, CRMP-5, CRAM
TAS2R60		T2R60
TAS2R62P		T2R62, TAS2R62
TAS2R63P		
TAS2R64P		T2R64, T2R64P
SLC37A2		FLJ00171
ZNF416		FLJ20557
ZNF417		MGC34079
ZNF418		KIAA1956, FLJ31551
ZNF419	ZNF419A	
ZNF420		FLJ32191
SLC37A3		DKFZp761N0624
TXNDC15	C5orf14	2310047H23Rik, FLJ22625
SLC9A9		FLJ35613, NHE9
HIST2H2BB		
RAPGEF6	PDZGEF2	RA-GEF-2, PDZ-GEF2
C5orf15		KCT2, HTGN29
TSPAN1		TSPAN-1, NET-1
TSPAN2		TSPAN-2, TSN2, FLJ12082
TSPAN18		TSPAN
SLC25A26		
SLC25A24		DKFZp586G0123, APC1
SLC25A25		KIAA1896, PCSCL, MCSC
H2AFV	H2AV	MGC10170, MGC10831, MGC1947
SCN3B		HSA243396
TXNRD3		TR2, TRXR3, TGR
MCCD1		
IQGAP3		
TWIST2		DERMO1, Dermo-1, bHLHa39
PHF8		ZNF422, KIAA1111, JHDM1F
RNASE9		h461
CNDP1		MGC10825, CN1, CPGL2, HsT2308
ZPBP2		ZPBPL, MGC41930
ANO9	TP53I5, TMEM16J	PIG5
TELAB1		
NBEAL1	ALS2CR17, ALS2CR16	MGC164581
CANDN1		FCNC, CANDF3
SCA25		
PROM2		
PASD1		CT63
DHX40P1	DHX40P	
ZNF425		
NBR2		NCRNA00192
TPH2		NTPH, FLJ37295
NXPH1		
SPIN2A	SPIN2	DXF34
ELP3		FLJ10422, KAT9
KLHDC3		PEAS, hPeas, dJ20C7.3
OPALIN	TMEM10	TMP10, HTMP10
APBB3		FE65L2
SLTM		Met, FLJ13213
ZBED2		MGC10796
ZBED3		MGC15435
ZDHHC18		DKFZp667O2416
ZDHHC19		MGC33345
ZDHHC16		APH2
MID1IP1		STRAIT11499, FLJ10386, MIG12, THRSPL, G12-like
KLC2		FLJ12387
KLC3		KLC2L, KNS2B, KLCt
OTUD7A	C15orf16, OTUD7	CEZANNE2
ZBED4		KIAA0637
VDAC3P1	VDAC3P	
DYNLL1P1	DNCL1P1	
DYNLL1P2	DNCL1P2	
ZNF426		MGC2663
SCFD1	C14orf163	RA410, KIAA0917, STXBP1L2, SLY1
GOLGA4P2		
SLC9A8		KIAA0939, NHE8
FBXW12	FBXO35	Fbw12
ARMC9		FLJ12584, KIAA1868, ARM, KU-MEL-1
GNB4		
SNRPEP2	SNRPEL1	bA390F4.4
SYVN1		HRD1, DER3
IPMK		
SCGB1B2P		SCGB4A1P
FAXC	C6orf168	MGC2817, dJ273F20
FAM84A		NSE1, FLJ35392
SESN2		SES2, DKFZp761M0212, HI95, SEST2
FANCL	PHF9	FLJ10335, FAAP43, Pog
ZDHHC20		FLJ25952
ZDHHC21		HSPC097, DNZ1
WDFY3		KIAA0993, ALFY, ZFYVE25
SLC35A4		
TRPC7		
ZFYVE16		KIAA0305, PPP1R69
PLEKHF2		ZFYVE18, PHAFIN2, FLJ13187
ZFYVE19		FLJ14840
ZFYVE20		Rabenosyn-5
ZFYVE21		MGC2550, ZF21
ZFYVE26	SPG15	KIAA0321
ANKFY1		ANKHZN, KIAA1255, ZFYVE14, BTBD23
PLEKHF1		APPD, MGC4090, PHAFIN1, ZFYVE15
TUBA3E		
TUBA1A		TUBA3, B-ALPHA-1, FLJ25113
PDLIM3		ALP
TUBA1C	TUBA6	MGC14580, MGC10851, bcm948
MYMY3		
SAR1AP2	SAR1P2	Em:AC026226.2, SARA1P
TUBB4B	TUBB2C	Beta2
TUBB3		beta-4
TUBB8		bA631M21.2
TUBB4A	TUBB4	beta-5
TUBE1		dJ142L7.2, FLJ22589, TUBE
TUBB6		MGC4083, HsT1601
TUBB		OK/SW-cl.56, MGC16435, M40, Tubb5
NDST4		
XKR5		
NUDT15P2		
PPM1J		FLJ35951, MGC19531, DKFZp434P1514, PP2Czeta, PPP2CZ
RHBDF2	RHBDL6	FLJ22341, RHBDL5
ATG4D	AUTL4, APG4D	APG4-D
ATG4B	APG4B	Apg4B, KIAA0943, DKFZp586D1822, AUTL1
DFNA42	DFNA52	
SLC35A5		FLJ20730
RASSF4		AD037, MGC44914
ERCC6L		FLJ20105, PICH, RAD26L
CLRN3	TMEM12	MGC32871, USH3AL1
RASSF6		
CYBRD1		DCYTB, FLJ23462, FRRS3, CYB561A2
SLC35B1		UGTREL1
SLC35D2		UGTrel8, SQV7L
SLC35D1		UGTREL7, KIAA0260
WASF4P	WASF4	
SLC35E1		FLJ14251
ZNF428	C19orf37	MGC51082, Zfp428
SCKL3		
ZNF486	KRBO2	MGC2396
ZNF430		FLJ13659
ZNF431		KIAA1969
ZNF432		KIAA0798
ZNF433		FLJ40981
ZSCAN32	ZNF434	FLJ20417
ZSCAN16	ZNF392, ZNF435	FLJ22191, dJ265C24.3
ZNF436		KIAA1710, Zfp46
KDM3A	JMJD1, JMJD1A	TSGA, KIAA0742, JHMD2A
PHF12		PF1, KIAA1523
ZNF429		
LRRC15		LIB
CATSPER3		CACRC
TPCN2		TPC2
COL24A1		
ELTD1		ETL
DPP10		DPRP3
AMIGO1		AMIGO, KIAA1163
CABP7		MGC57793
PAOX		PAO
FOXP4		FLJ40908
GPR156		PGR28, GABABL
HRNR		S100a18, S100A16, FLG3
FNBP1L	C1orf39	TOCA1, FLJ20275
WDR24	C16orf21	DKFZp434F054, JFP7
RNF145		FLJ31951
THAP2		DKFZP564I0422
THAP3		
THAP1	DYT6	FLJ10477, 4833431A01Rik
NANOG		FLJ12581, FLJ40451
SLC39A14		KIAA0062, NET34, ZIP14
SLC39A13		FLJ25785
SLC39A12		FLJ30499
SLC39A10		KIAA1265, FLJ90515, DKFZp564L2123
SLC39A8		BIGM103
SLC35E2		KIAA0447
SLC35E3		BLOV1
PPIL1P1		
RSPO3	THSD2	FLJ14440
MCHR2	GPR145	SLT, MCH2, MCH2R
ZBTB2		KIAA1483, ZNF437, bA351K16.2
BMP10		
RPF2	BXDC1	FLJ21087, bA397G5.4
BEND6	C6orf65	FLJ30162, bA203B9.1
GTF3C6	C6orf51	bA397G5.3, TFIIIC35
ZNF439		DKFZp571K0837
ZNF440		FLJ37933
ZNF441		FLJ38637
WRNIP1		WHIP, FLJ22526, bA420G6.2
ZNF442		FLJ14356
ZNF443		ZK1
CASKIN1		KIAA1306, ANKS5A
AGPAT6		DKFZp586M1819, LPAAT-zeta
C6orf52		
PAK1IP1		FLJ20624, hPIP1, PIP1, bA421M1.5, MAK11, WDR84
GDPD1		FLJ37451, GDE4
PLEKHG1		KIAA1209, ARHGEF41
AGPAT4		LPAAT-delta, dJ473J16.2
AGPAT5		FLJ11210, LPAAT-e, LPAAT-epsilon
GTDC1		FLJ11753, Hmat-Xa
LRIG2		KIAA0806
LCN10		
BCOR		FLJ20285, KIAA1575
PGM2L1		FLJ32029, BM32A
TRMT6		GCD10, MGC5029, Gcd10p, CGI-09
EAF1		
DZIP1		KIAA0996, DZIP
AFMID		DKFZp686F03259, KF
BLOC1S3		BLOS3, HPS8
ALPK1		Lak, FLJ22670, KIAA1527
ITM2BP1	ITM2BP	HsT33912
PTPLAD2		Em:AL662879.1, OTTHUMG00000021016
SLX1A	GIYD1	
CSAG4		
POLD3		P66, KIAA0039, P68
XKR9		
SCGB1B3P	SCGB1B3	SCGB4A4
SENP6		SUSP1, KIAA0797
PLXDC1		TEM3, TEM7
TOMM20		KIAA0016, TOM20, MOM19, MAS20
FOXQ1		HFH1
TMEM14C	C6orf53	HSPC194, bA421M1.6, NET26
KIF25-AS1	C6orf54, NCRNA00300	HGC6.1.1
VTA1	C6orf55	HSPC228, My012
PHACTR2	C6orf56	KIAA0680
C6orf57		
TMEM181	KIAA1423, GPR178	
SCAF8	RBM16	KIAA1116
C6orf58		
ANKS1A	ANKS1	KIAA0229
ATG3	APG3L	PC3-96, FLJ22125, MGC15201, DKFZp564M1178
WTIP		
NACC1	BTBD14B	NAC1, NAC-1, BEND8, BTBD30
C14orf169		FLJ21802, NO66, MAPJD
ASB9P1		
LPHN1		KIAA0821, CIRL1, LEC2
LPHN3		KIAA0768, LEC3
SMAN1		
TAAR9	TRAR3	TA3, TAR3
TAAR6	TRAR4	TA4
LRRN1		FIGLER3
SMYD2		HSKM-B, ZMYND14, KMT3C
NECAB1	EFCBP1	
BLOC1S2		MGC10120, FLJ30135, BLOS2
VGLL1		TONDU, TDU
SMYD1		BOP, ZMYND22, KMT3D
ANKMY1		FLJ20499, ZMYND13
AGPAT4-IT1	C6orf59, NCRNA00241	FLJ23112
NMNAT3		PNAT3
PHACTR1	RPEL1	KIAA1733, dJ257A7.2
FAM184A	C6orf60	FLJ13942
RPP40	RNASEP1	bA428J1.3
RWDD1		PTD013
ZSCAN2	ZFP29	FLJ20595, ZNF854
ASF1A		DKFZP547E2110, CIA
ASF1B		FLJ10604
ZMYND15		DKFZp434N127
C6orf62		FLJ12619, DKFZP564G182, XTP12
ACOT13	THEM2	HT012
MSS51	ZMYND17	FLJ39565
CBX1P5	CBX9	
RPL23AP14		
CPO		
PLXDC2		TEM7R, FLJ14623
ANTXR1		TEM8, FLJ21776, FLJ10601, ATR
FILIP1		FILIP, KIAA1275
LGSN	GLULD1	LGS
OFCC1		MRDS1
ZNF445	ZNF168	ZKSCAN15, ZSCAN47
BTBD8		
QRSL1		GatA, FLJ10989, FLJ12189, DKFZP564C1278, FLJ13447
NHSL1	C6orf63	bA43P8.1, KIAA1357
AARS2	AARSL	KIAA1270, bA444E17.1
YIPF3	C6orf109	DKFZp566C243, KLIP1, dJ337H4.3, FinGER3
CUL7	KIAA0076	dJ20C7.5
SAYSD1	C6orf64	FLJ11101
SNHG5	C6orf160	MGC16362, bA33E24.2, U50HG, NCRNA00044, LINC00044
ANKK1		X-kinase
ZNF438		bA330O11.1
ARHGAP15		BM046
KAAG1		RU2, RU2AS
HACE1		KIAA1320
NDUFAF4	C6orf66	HSPC125, bA22L21.1, My013, HRPAP20
ARHGAP18		MacGAP, bA307O14.2
ZNF446		ZKSCAN20, FLJ20626, ZSCAN52
ZSCAN18	ZNF447	FLJ12895
ZNF449		ZSCAN19, FLJ23614
NOL7	C6orf90, PQBP3	NOP27, RARG-1, dJ223E5.2
HECA		HDCL, hHDC, HDC, dJ225E12.1
NUS1	C6orf68	MGC7199, NgBR, TANGO14
PITPNM3		NIR1, RDGBA3
PITPNM2		RDGBA2, RDGB2, NIR3
PITPNC1		RDGBB1, RDGBB, RDGB-BETA
CDKAL1		FLJ20342
MTRF1L		
KCTD20	C6orf69	dJ108K11.3, MGC14254
KIAA1919		MGC33953, MFSD4B
RSPH3	RSHL2	dJ111C20.1, RSP3
MTHFD1L	FTHFSDC1	DKFZP586G1517, FLJ21145
C6orf70		FLJ11152, dJ266L20.3
RSPH9	MRPS18AL1, C6orf206	FLJ30845, CILD12
MAD2L1BP		CMT2, KIAA0110, dJ261G23.1
GRPEL2		DKFZp451C205, Mt-GrpE#2, FLJ23713
SERAC1		FLJ14917
FARS2	FARS1	dJ236A3.1
MOXD1		DKFZP564G202, MOX, dJ248E1.1
WDR25	C14orf67	MGC4645
SLC25A27		UCP4, FLJ33552
TBC1D7		dJ257A7.3, FLJ32666
SMYD4		KIAA1936, ZMYND21
RAB44	RASD3, RASL13	dJ431A14.3
LYPLA2P1	LYPLA2L	dJ570F3.6, APT
RNF121		FLJ11099
IYD	C6orf71	dJ422F24.1, DEHAL1
MANEA		FLJ12838, mandaselin
TXNDC5		MGC3178, FLJ21353, FLJ90810, EndoPDI, Hcc-2, ERp46, PDIA15
GINM1	C6orf72	dJ12G14.2
TMEM200A	KIAA1913	TTMC
TMEM14A		PTD011, C6orf73
FTSJD2	KIAA0082	MTr1, ISG95
HDDC2	C6orf74	CGI-130, dJ167O5.2
PBOV1		UC28, UROC28
TRMT11	C6orf75	MDS024, dJ187J11.2, TRM11, TRMT11-1
NCOA7		ERAP140, dJ187J11.3, TLDC4
SEC63		SEC63L, PRO2507, ERdj2, DNAJC23
SF3B5		SF3b10, MGC3133, Ysf3
FAM135A	KIAA1411	FLJ20176
MIB1		DIP-1, MIB, KIAA1323, ZZANK2, ZZZ6
BTLA		BTLA1, CD272
SCD5	SCD4	ACOD4, FLJ21032, FADS4, HSCD5
TRAPPC3L	BET3L	bA259P20.2, FLJ11180
ZNF451		KIAA0576, COASTER, dJ417I1.1, KIAA1702
TREML2	C6orf76	FLJ13693, TLT2, dJ238O23.1
FAM26D	C6orf78	FLJ32239
HDGFL1	PWWP1	dJ309H15.1
GFOD1	C6orf114	FLJ20330, ADG-90
MCUR1	C6orf79, CCDC90A	FLJ20958
CCDC28A	C6orf80	CCRL1AP, DKFZp586D0623
ARMC12	C6orf81	FLJ25390
QKI		QK3
CUTA	C6orf82, ACHAP	
SFT2D1	C6orf83	MGC19825, pRGR1
SLC22A23	C6orf85	FLJ22174
KIAA1009	C6orf84	QN1
PSMG4	C6orf86	PAC4
FAM120B	KIAA1838	PGCC1, CCPG
FAM136BP	C6orf87, FAM136B	dJ40E16.3
GLTSCR1L	KIAA0240	
LINC00266-3	C6orf88, NCRNA00266C, NCRNA00266-3	dJ24O22.2
DLK2	EGFL9	MGC2487
C6orf89		FLJ25357, BRAP
MTFR2	DUFD1, FAM54A	
RPL35AP3		bA55K22.4
ECT2L	C6orf91	ARHGEF32, FBXO49, LFDH
DNM1P5	DNM1DN5	DNM1DN5@
DNM1P9	DNM1DN9@, DNM1DN9	DNM1DN9-1
DNM1P17	DNM1DN17	DNM1DN17@
DNM1P18	DNM1DN18	
DNM1P19	DNM1DN19	
CCRL1P1	CCRL1P	dJ509I19.4
ZBTB24	ZNF450	KIAA0441, BIF1, PATZ2
DSE	SART2	DSEPI
RCN3		RLP49
ZMYND19		MIZIP
RNF122		FLJ12526
RNF123		FLJ12565
PRR3		CAT56, Em:AB014077.1, Em:AB023052.2
RNF125		FLJ20456
RNF126		FLJ20552
LONRF3	RNF127	FLJ22612
RNF128		FLJ23516, GRAIL
RNF133		
MYLIP		MIR, IDOL
PCGF6	RNF134	MBLR
GTF2H5	C6orf175, TTD	FLJ30544, bA120J8.2, TTD-A, TFB5, TFIIH
RNF135		MGC13061
RNF141		ZFP26, ZNF230
LINC00473	C6orf176	bA142J11.1
TRIM68	RNF137	SS-56, FLJ10369
TRIM60	RNF129, RNF33	FLJ35882
MDC1		NFBD1, KIAA0170, Em:AB023051.5
RAP2C		DKFZp313B211
RHEBL1		MGC34869, FLJ25797
PDZD4	PDZK4	KIAA1444, LU1, FLJ34125, PDZRN4L
RHOT1	ARHT1	MIRO-1, FLJ11040
RHOT2	C16orf39, ARHT2	MIRO-2
ADAT2	DEADC1	dJ20N2.1, TAD2
LTV1	C6orf93	FLJ14909, dJ468K18.4
ZC2HC1B	FAM164B, C6orf94	dJ468K18.5
ZC3H12D	C6orf95	dJ281H8.1, MCPIP4
RMND1	C6orf96	bA351K16.3, FLJ20627, RMD1
CCDC170	C6orf97	FLJ23305, bA282P11.1
C6orf99		yR211F11.1
SAMD5		dJ875H10.1
SUMO4	SMT3H4	dJ281H8.4
NUP43		bA350J20.1, FLJ13287
FNDC1	FNDC2	bA243O10.1, KIAA1866, dJ322A24.1
PNLDC1		FLJ40240, dJ195P10.2
ATAT1	C6orf134	FLJ13158, Em:AB023049.7, MEC17
MAGEB16		
DAOA		G72
ZMYND12		DKFZp434N2435
ZSCAN23	ZNF453, ZNF390	dJ29K1.3.1
DOPEY1	KIAA1117	dJ202D23.2
C6orf100		dJ25J6.5
HLA-P	C6orf101, HLA-90	dJ377H14.3
FA2H	FAXDC1, SPG35	FAAH, FLJ25287
HCFC1R1		HPIP, FLJ20568
PBXIP1		HPIP
ZNF454		FLJ37444
KIF6	C6orf102	dJ1043E3.1, MGC33317, dJ137F1.4, dJ188D3.1, DKFZp451I2418
UNC5CL		MGC34763, ZUD
IPCEF1		PIP3-E, KIAA0403
LINGO1	LRRN6A	FLJ14594, LERN1
LINGO3	LRRN6B	LERN2
LINGO2	LRRN6C	LERN3
WDR26		FLJ21016, GID7
ARID3C		
LPAL2	APOAL	APOARGC
TTLL2	C6orf104	NYD-TSPG, dJ366N23.3
ADGB	C6orf103	FLJ23121, dJ408K24.1
KIAA1244	C6orf92	dJ171N11.1, BIG3, PPP1R33
ADTRP	C6orf105	dJ413H6.1, AIG1L
C6orf106		FLJ22195, dJ391O22.4
UHRF1BP1	C6orf107	FLJ20302, dJ349A12.1, ICBP90
DNPH1	C6orf108	rcl, dJ330M21.3
ICK		MRK, LCK2, KIAA0936, MGC46090
SRSF12	SFRS13B	SRrp35, SFRS19
KLHL32	BKLHD5, KIAA1900	
PNISR	C6orf111, SFRS18	FLJ14752, bA98I9.2, DKFZp564B0769, SRrp130
BVES-AS1	C6orf112	bA99L11.2
ZUFSP	C6orf113	dJ412I7.3
CBLL1		HAKAI, FLJ23109, RNF188
LRFN2	KIAA1246, SALM1	FIGLER2
BTBD9		KIAA1880, dJ322I12.1
ABRACL	C6orf115	PRO2013, HSPC280, Costars
DACT2	C6orf116	bA503C24.7, DAPPER2
MRAP2	C6orf117	bA51G5.2
C6orf118		MGC23884, bA85G2.1
FAM103A2P	C6orf119	dJ427A4.2
C6orf123		HGC6.2, dJ431P23.4
MLLT4-AS1	C6orf124	HGC6.4, dJ431P23.3
MNF1	C6orf125	MGC14833, bA6B20.2, M19, Cbp6
TMEM217	C6orf128	dJ355M6.2
CCDC167	C6orf129	dJ153P14.2
FRMD1		FLJ00181, DKFZp434O0117, FLJ40260, FLJ22615, bA164L23.1
HCG4	HCG4P10	HCGIV-10, HCGIV.9
HCG8		HCGVIII, HCGVIII-1
HCG9		PERB11, HCGIX, HCGIX4, HCGIX-4
LEMD2		dJ482C21.1, NET25
PI16		MGC45378, dJ90K10.5, MSMBBP
